### Company : docusign.txt ###
Question 1 | Answer 1 | Justification This Privacy Policy sets out how DocuSign, Inc. and its group of companies ( us, our, or we ) collect and use personal information from customers and other individuals (collectively "you") who access or use our websites, including docusign.com and docusign.net, our mobile applications, our web client or professional client, and or any of our other sites, products, or services that link to this Privacy Policy (the Services ).
Question 19 | Answer 276 | Justification ANNEX 2 AUTHORIZED SUB-PROCESSORS AS OF THE DPA EFFECTIVE DATE Infrastructure Sub-Processors Company, Server Location, Description of Activities Google Platform, Germany and usa datacenter Rackspace (AWS), usa and Germany, Datacenter, Proxiad Bulgaria, Bulgaria, Ticket supports functions and TAM functions Mailgun Technologies, usa Group company Standard Contractual Clauses (processors) For the purposes of Article 26(2) of Directive 95 46 EC for the transfer of personal data to processors established in third countries which do not ensure an adequate level of data protection The Customer entity that is a party to the DPA to which these Standard Contractual Clauses are attached.
Question 20 | Answer 840 | Justification ANNEX 2 AUTHORIZED SUB-PROCESSORS AS OF THE DPA EFFECTIVE DATE Infrastructure Sub-Processors Company, Server Location, Description of Activities Google Platform, Germany and usa datacenter Rackspace (AWS), usa and Germany, Datacenter, Proxiad Bulgaria, Bulgaria, Ticket supports functions and TAM functions Mailgun Technologies, usa Group company Standard Contractual Clauses (processors) For the purposes of Article 26(2) of Directive 95 46 EC for the transfer of personal data to processors established in third countries which do not ensure an adequate level of data protection The Customer entity that is a party to the DPA to which these Standard Contractual Clauses are attached.
Question 21 | Answer 1 | Justification The Customer shall be responsible for any costs and expenses of Processor arising from the provision of such audit rights.
Question 22 | Answer 1 | Justification For how long do we retain your personal data?


### Company : marvelapp.txt ###
Question 1 | Answer 1 | Justification Marvel Prototyping Limited respects your privacy and is committed to protecting your personal data.
Question 2 | Answer 1 | Justification DOCUMENT Data Processing Addendum https: marvelapp.com data-processing-addendum Data Processing Addendum Marvel Prototyping Limited ( Marvel we us our ) has contracted to provide you ( you , your(s) , user ) with our design, prototyping and collaboration software as a service through the MarvelApp.com website and or Marvel mobile application ( Services ).
Question 3 | Answer 1 | Justification International transfers Our third party service providers may be based outside the European Economic Area (EEA) so their processing of your personal data will involve a transfer of data outside the EEA.
Question 4 | Answer 0 | Justification International transfers Our third party service providers may be based outside the European Economic Area (EEA) so their processing of your personal data will involve a transfer of data outside the EEA.
Question 5 | Answer 0 | Justification 
Question 6 | Answer 0 | Justification 
Question 7 | Answer 0 | Justification 
Question 8 | Answer 0 | Justification ['']
Question 9 | Answer 826 | Justification These terms are governed by English law and the parties agree to submit to the exclusive jurisdiction of the English Courts.
Question 10 | Answer 0 | Justification These terms are governed by English law and the parties agree to submit to the exclusive jurisdiction of the English Courts.
Question 11 | Answer 826 | Justification These terms are governed by English law and the parties agree to submit to the exclusive jurisdiction of the English Courts.
Question 12 | Answer 0 | Justification These terms are governed by English law and the parties agree to submit to the exclusive jurisdiction of the English Courts.
Question 13 | Answer 0 | Justification ['']
Question 14 | Answer 1 | Justification Transaction Data includes details about payments to and from you and other details of products and services you have purchased from us including the type of card used for a particular transaction (but not any other card details).
Question 15 | Answer 1 | Justification This privacy notice tells you the types of information we collect about you when you visit our Site https: marvelapp.com (the Site ) and use our products and services or which we otherwise obtain directly from you or from a third party, how we use that information, and the instances in which we share your information.
Question 16 | Answer 1 | Justification Service providers who provide IT and system administration services.
Question 17 | Answer 0 | Justification ['']
Question 18 | Answer 0 | Justification 
Question 19 | Answer 0 | Justification 
Question 20 | Answer 0 | Justification 
Question 21 | Answer 1 | Justification maintain complete and accurate records and information to show we have complied with these terms; and permit you (or your third party auditor) to audit our compliance with these terms on giving reasonable notice to us, provided that any third party auditor mandated by you to conduct such audit has entered into confidentiality undertakings which are satisfactory to us, the audit is at your expense, and you use reasonable endeavours to ensure that any such audit is designed to minimise disruption to our business.
Question 22 | Answer 1 | Justification Data retention We will only retain your personal data for as long as necessary to fulfil the purposes we collected it for, including for the purposes of satisfying any legal, accounting, or reporting requirements.


### Company : postman.txt ###
Question 1 | Answer 1 | Justification To provide the Services and personalize your experience: We use information about you to provide the Services to you, including to process transactions with you, authenticate you when you log in, provide customer support, and operate and maintain the Services.
Question 2 | Answer 0 | Justification ['']
Question 3 | Answer 1 | Justification How we transfer information we collect internationally International transfers of information we collect We collect information globally and may transfer, process and store your information outside of your country of residence, to wherever we or our third-party service providers operate for the purpose of providing you the Services.
Question 4 | Answer 0 | Justification How we transfer information we collect internationally International transfers of information we collect We collect information globally and may transfer, process and store your information outside of your country of residence, to wherever we or our third-party service providers operate for the purpose of providing you the Services.
Question 5 | Answer 840 | Justification Our primary and backup hosting facilities are in the usa
Question 6 | Answer 0 | Justification Our primary and backup hosting facilities are in the usa
Question 7 | Answer 0 | Justification Our primary and backup hosting facilities are in the usa
Question 8 | Answer 1 | Justification When we share information of customers in the European Economic Area, the uk or Switzerland, we make use of the European Commission-approved standard contractual data protection clauses, binding corporate rules for transfers to data processors, or other appropriate legal mechanisms to safeguard the transfer.
Question 9 | Answer 840 | Justification Indemnity And Liability Postman will defend you from any claim made by a third party that the your Use of the Product infringes a usa or European Union patent or a registered copyright (a Claim ), and we will indemnify you and hold you harmless against any damages and costs finally awarded by a court of competent jurisdiction or agreed to in a settlement by Postman (including reasonable attorneys fees) arising out of a Claim, provided that we have received from you: (a) prompt written notice of the claim (but in any event notice in sufficient time for us to respond without prejudice); (b) reasonable assistance in the defense and investigation of the claim, including providing us a copy of the claim and all relevant evidence in your possession, custody or control; and (c) the exclusive right to control and direct the investigation, defense, and settlement (if applicable) of the claim.
Question 10 | Answer 0 | Justification Indemnity And Liability Postman will defend you from any claim made by a third party that the your Use of the Product infringes a usa or European Union patent or a registered copyright (a Claim ), and we will indemnify you and hold you harmless against any damages and costs finally awarded by a court of competent jurisdiction or agreed to in a settlement by Postman (including reasonable attorneys fees) arising out of a Claim, provided that we have received from you: (a) prompt written notice of the claim (but in any event notice in sufficient time for us to respond without prejudice); (b) reasonable assistance in the defense and investigation of the claim, including providing us a copy of the claim and all relevant evidence in your possession, custody or control; and (c) the exclusive right to control and direct the investigation, defense, and settlement (if applicable) of the claim.
Question 11 | Answer 840 | Justification Indemnity And Liability Postman will defend you from any claim made by a third party that the your Use of the Product infringes a usa or European Union patent or a registered copyright (a Claim ), and we will indemnify you and hold you harmless against any damages and costs finally awarded by a court of competent jurisdiction or agreed to in a settlement by Postman (including reasonable attorneys fees) arising out of a Claim, provided that we have received from you: (a) prompt written notice of the claim (but in any event notice in sufficient time for us to respond without prejudice); (b) reasonable assistance in the defense and investigation of the claim, including providing us a copy of the claim and all relevant evidence in your possession, custody or control; and (c) the exclusive right to control and direct the investigation, defense, and settlement (if applicable) of the claim.
Question 12 | Answer 0 | Justification Indemnity And Liability Postman will defend you from any claim made by a third party that the your Use of the Product infringes a usa or European Union patent or a registered copyright (a Claim ), and we will indemnify you and hold you harmless against any damages and costs finally awarded by a court of competent jurisdiction or agreed to in a settlement by Postman (including reasonable attorneys fees) arising out of a Claim, provided that we have received from you: (a) prompt written notice of the claim (but in any event notice in sufficient time for us to respond without prejudice); (b) reasonable assistance in the defense and investigation of the claim, including providing us a copy of the claim and all relevant evidence in your possession, custody or control; and (c) the exclusive right to control and direct the investigation, defense, and settlement (if applicable) of the claim.
Question 13 | Answer 0 | Justification ['']
Question 14 | Answer 1 | Justification Payment Information: We collect certain payment and billing information when you register for certain paid Services.
Question 15 | Answer 1 | Justification You should always check the privacy settings and notices in these third-party services to understand what data may be disclosed to us or shared with our Services.
Question 16 | Answer 1 | Justification Third party Sub-processor Purpose Address Amazon Web Services Cloud services provider 410 Terry Avenue N. Seattle, WA 98109 usa Stripe, Inc. Payment processor 185 Berry St., Suite 550 San Francisco, CA 94107 usa Marketo, Inc. Marketing automation software 901 Mariners Island Blvd., Suite 500 San Mateo, CA 94404 usa Zendesk Inc. Support 1019 Market St.
Question 17 | Answer 1 | Justification The Product includes certain code and libraries licensed to us by third parties, including open source software ( OSS ) as listed at postman.com dependencies along with the applicable OSS license.
Question 18 | Answer 840 | Justification Third party Sub-processor Purpose Address Amazon Web Services Cloud services provider 410 Terry Avenue N. Seattle, WA 98109 usa Stripe, Inc. Payment processor 185 Berry St., Suite 550 San Francisco, CA 94107 usa Marketo, Inc. Marketing automation software 901 Mariners Island Blvd., Suite 500 San Mateo, CA 94404 usa Zendesk Inc. Support 1019 Market St.
Question 19 | Answer 0 | Justification Third party Sub-processor Purpose Address Amazon Web Services Cloud services provider 410 Terry Avenue N. Seattle, WA 98109 usa Stripe, Inc. Payment processor 185 Berry St., Suite 550 San Francisco, CA 94107 usa Marketo, Inc. Marketing automation software 901 Mariners Island Blvd., Suite 500 San Mateo, CA 94404 usa Zendesk Inc. Support 1019 Market St.
Question 20 | Answer 0 | Justification Third party Sub-processor Purpose Address Amazon Web Services Cloud services provider 410 Terry Avenue N. Seattle, WA 98109 usa Stripe, Inc. Payment processor 185 Berry St., Suite 550 San Francisco, CA 94107 usa Marketo, Inc. Marketing automation software 901 Mariners Island Blvd., Suite 500 San Mateo, CA 94404 usa Zendesk Inc. Support 1019 Market St.
Question 21 | Answer 0 | Justification ['']
Question 22 | Answer 2 | Justification Account information: We retain your account information for as long as your account is active and up to 15 days thereafter.


### Company : slack.txt ###
Question 1 | Answer 1 | Justification The organization (e.g., your employer or another entity or person) that entered into the Customer Agreement ( Customer ) controls its instance of the Services (its Workspace ) and any associated Customer Data.
Question 2 | Answer 1 | Justification DOCUMENT DPA https: slack.com intl en-fr terms-of-service data-processing DATA PROCESSING ADDENDUM This Data Processing Addendum ( DPA ) forms a part of the Customer Terms of Service found at https: slack.com terms-of-service, unless Customer has entered into a superseding written master subscription agreement with Slack, in which case, it forms a part of such written agreement (in either case, the Agreement ).
Question 3 | Answer 1 | Justification International Data Transfers Slack may transfer your Personal Data to countries other than the one in which you live.
Question 4 | Answer 0 | Justification International Data Transfers Slack may transfer your Personal Data to countries other than the one in which you live.
Question 5 | Answer 840 | Justification Infrastructure Subprocessors Slack may use the following Subprocessors to host Customer Data or provide other infrastructure that helps with delivery of our Services: Entity Name Subprocessing Activities Entity Country Amazon Web Services, Inc. Cloud Service Provider usa Google LLC Cloud Service Provider usa Other Subprocessors Slack may use the following Subprocessors to perform other Service functions: Entity Name Subprocessing Activities Entity Country Zendesk, Inc. Cloud-based Customer Support Services usa Slack Affiliates Depending on the geographic location of a Customer or their Authorized Users, and the nature of the Services provided, Slack may also engage one or more of its Affiliates as Subprocessors to deliver some or all of the Services provided to a Customer Updates As our business grows and evolves, the Subprocessors we engage may also change.
Question 6 | Answer 0 | Justification Infrastructure Subprocessors Slack may use the following Subprocessors to host Customer Data or provide other infrastructure that helps with delivery of our Services: Entity Name Subprocessing Activities Entity Country Amazon Web Services, Inc. Cloud Service Provider usa Google LLC Cloud Service Provider usa Other Subprocessors Slack may use the following Subprocessors to perform other Service functions: Entity Name Subprocessing Activities Entity Country Zendesk, Inc. Cloud-based Customer Support Services usa Slack Affiliates Depending on the geographic location of a Customer or their Authorized Users, and the nature of the Services provided, Slack may also engage one or more of its Affiliates as Subprocessors to deliver some or all of the Services provided to a Customer Updates As our business grows and evolves, the Subprocessors we engage may also change.
Question 7 | Answer 0 | Justification Infrastructure Subprocessors Slack may use the following Subprocessors to host Customer Data or provide other infrastructure that helps with delivery of our Services: Entity Name Subprocessing Activities Entity Country Amazon Web Services, Inc. Cloud Service Provider usa Google LLC Cloud Service Provider usa Other Subprocessors Slack may use the following Subprocessors to perform other Service functions: Entity Name Subprocessing Activities Entity Country Zendesk, Inc. Cloud-based Customer Support Services usa Slack Affiliates Depending on the geographic location of a Customer or their Authorized Users, and the nature of the Services provided, Slack may also engage one or more of its Affiliates as Subprocessors to deliver some or all of the Services provided to a Customer Updates As our business grows and evolves, the Subprocessors we engage may also change.
Question 8 | Answer 1 | Justification Slack offers European Union Model Clauses, also known as Standard Contractual Clauses, to meet the adequacy and security requirements for our Customers that operate in the European Union and the uk and other international transfers of Customer Data.
Question 9 | Answer 0 | Justification 
Question 10 | Answer 0 | Justification 
Question 11 | Answer 0 | Justification 
Question 12 | Answer 0 | Justification 
Question 13 | Answer 0 | Justification ['']
Question 14 | Answer 1 | Justification In addition, Customers that purchase a paid version of the Services provide Slack (or its payment processors) with billing details such as credit card information, banking information and or a billing address.
Question 15 | Answer 1 | Justification Once enabled, the provider of a Third Party Service may share certain information with Slack.
Question 16 | Answer 1 | Justification Infrastructure Subprocessors Slack may use the following Subprocessors to host Customer Data or provide other infrastructure that helps with delivery of our Services: Entity Name Subprocessing Activities Entity Country Amazon Web Services, Inc. Cloud Service Provider usa Google LLC Cloud Service Provider usa Other Subprocessors Slack may use the following Subprocessors to perform other Service functions: Entity Name Subprocessing Activities Entity Country Zendesk, Inc. Cloud-based Customer Support Services usa Slack Affiliates Depending on the geographic location of a Customer or their Authorized Users, and the nature of the Services provided, Slack may also engage one or more of its Affiliates as Subprocessors to deliver some or all of the Services provided to a Customer Updates As our business grows and evolves, the Subprocessors we engage may also change.
Question 17 | Answer 1 | Justification DOCUMENT Slack Subprocessors https: slack.com intl en-fr slack-subprocessors Effective: January 15, 2020 To support delivery of our Services, Slack Technologies, Inc. (or one of its Affiliates listed below) may engage and use data processors with access to certain Customer Data (each, a "Subprocessor").
Question 18 | Answer 840 | Justification Infrastructure Subprocessors Slack may use the following Subprocessors to host Customer Data or provide other infrastructure that helps with delivery of our Services: Entity Name Subprocessing Activities Entity Country Amazon Web Services, Inc. Cloud Service Provider usa Google LLC Cloud Service Provider usa Other Subprocessors Slack may use the following Subprocessors to perform other Service functions: Entity Name Subprocessing Activities Entity Country Zendesk, Inc. Cloud-based Customer Support Services usa Slack Affiliates Depending on the geographic location of a Customer or their Authorized Users, and the nature of the Services provided, Slack may also engage one or more of its Affiliates as Subprocessors to deliver some or all of the Services provided to a Customer Updates As our business grows and evolves, the Subprocessors we engage may also change.
Question 19 | Answer 0 | Justification Infrastructure Subprocessors Slack may use the following Subprocessors to host Customer Data or provide other infrastructure that helps with delivery of our Services: Entity Name Subprocessing Activities Entity Country Amazon Web Services, Inc. Cloud Service Provider usa Google LLC Cloud Service Provider usa Other Subprocessors Slack may use the following Subprocessors to perform other Service functions: Entity Name Subprocessing Activities Entity Country Zendesk, Inc. Cloud-based Customer Support Services usa Slack Affiliates Depending on the geographic location of a Customer or their Authorized Users, and the nature of the Services provided, Slack may also engage one or more of its Affiliates as Subprocessors to deliver some or all of the Services provided to a Customer Updates As our business grows and evolves, the Subprocessors we engage may also change.
Question 20 | Answer 0 | Justification Infrastructure Subprocessors Slack may use the following Subprocessors to host Customer Data or provide other infrastructure that helps with delivery of our Services: Entity Name Subprocessing Activities Entity Country Amazon Web Services, Inc. Cloud Service Provider usa Google LLC Cloud Service Provider usa Other Subprocessors Slack may use the following Subprocessors to perform other Service functions: Entity Name Subprocessing Activities Entity Country Zendesk, Inc. Cloud-based Customer Support Services usa Slack Affiliates Depending on the geographic location of a Customer or their Authorized Users, and the nature of the Services provided, Slack may also engage one or more of its Affiliates as Subprocessors to deliver some or all of the Services provided to a Customer Updates As our business grows and evolves, the Subprocessors we engage may also change.
Question 21 | Answer 1 | Justification Before the commencement of any such on-site audit, Customer and Slack shall mutually agree upon the scope, timing, and duration of the audit, in addition to the reimbursement rate for which Customer shall be responsible.
Question 22 | Answer 1 | Justification To the extent Information is associated with an identified or identifiable natural person and is protected as personal data under applicable data protection law, it is referred to in this Privacy Policy as Personal Data. Data Retention Slack will retain Customer Data in accordance with a Customer s instructions, including any applicable terms in the Customer Agreement and Customer s use of Services functionality, and as required by applicable law.


### Company : typeform.txt ###
Question 1 | Answer 1 | Justification General 1.1 This Privacy Policy describes how TYPEFORM SL (the Company , we , or us ) collects, uses, stores, shares and protects your personal information in connection with your use of both the platform accessible through the www.typeform.com domain name (the Site ) and the services we may offer through the Site from time to time, consisting in typeform forms and other services (indistinctly referred to as the Services ).
Question 2 | Answer 1 | Justification Name: Segment DOCUMENT Typeform | Data Processing Agreement https: admin.typeform.com to dwk6gt As a data-driven company, we take privacy seriously.
Question 3 | Answer 1 | Justification For the provision of the Services or because you want to process data from a given location or hand it to another company, data may be transferred outside the European Economic Area to a country which has not been declared to offer a level of protection equal to the one provided by European data protection regulations.
Question 4 | Answer 0 | Justification For the provision of the Services or because you want to process data from a given location or hand it to another company, data may be transferred outside the European Economic Area to a country which has not been declared to offer a level of protection equal to the one provided by European data protection regulations.
Question 5 | Answer 0 | Justification 
Question 6 | Answer 0 | Justification 
Question 7 | Answer 0 | Justification 
Question 8 | Answer 1 | Justification In those cases, you shall ensure that said transfer is possible in accordance with European data protection regulations or any other requirements set forth by law without having to sign Standard Contractual Clauses.
Question 9 | Answer 724 | Justification Any dispute that may arise from or in connection to us and or the Site or the Services shall be subject to the jurisdiction of the courts in Barcelona, Spain.
Question 10 | Answer 0 | Justification Any dispute that may arise from or in connection to us and or the Site or the Services shall be subject to the jurisdiction of the courts in Barcelona, Spain.
Question 11 | Answer 724 | Justification Any dispute that may arise from or in connection to us and or the Site or the Services shall be subject to the jurisdiction of the courts in Barcelona, Spain.
Question 12 | Answer 0 | Justification Any dispute that may arise from or in connection to us and or the Site or the Services shall be subject to the jurisdiction of the courts in Barcelona, Spain.
Question 13 | Answer 0 | Justification ['']
Question 14 | Answer 1 | Justification If you create an Account on or after August 20, 2019, you will be able to opt for any of the new plans described in the Pricing section.
Question 15 | Answer 1 | Justification We share your information with our service providers who help us to provide the Services to you, in which case those third parties are required to comply with our internal standards, policies, and technical and organizational measures that ensure that your data is protected and kept confidential at all times, and only in accordance with and to the extent authorized by this Privacy Policy.
Question 16 | Answer 1 | Justification Data Disclosed: Amazon Web Services All user personal data, Rollbar might receive user personal data Purpose: Hosting the Typeform platform, backups, real-time exception reporting and continuous deployment monitoring Name: Amazon Web Services (AWS), Rollbar Category: Analytics To make typeforms even better, we want to understand how you use them.
Question 17 | Answer 1 | Justification Additionally, we will also continue to engage other service providers for carrying out the Services, as those subprocessors are listed here.
Question 18 | Answer 0 | Justification For those subprocessors located in a country not considered by European authorities as having the same level of protection than European data protection laws, you agree to comply with the requirements set forth in 4.10 below.
Question 19 | Answer 0 | Justification For those subprocessors located in a country not considered by European authorities as having the same level of protection than European data protection laws, you agree to comply with the requirements set forth in 4.10 below.
Question 20 | Answer 0 | Justification For those subprocessors located in a country not considered by European authorities as having the same level of protection than European data protection laws, you agree to comply with the requirements set forth in 4.10 below.
Question 21 | Answer 1 | Justification We will make available to you all information necessary to demonstrate compliance with the obligations laid down in this Section 4 and allow for and contribute to audits, including inspections, conducted by you or another auditor mandated by you who is not any of our competitors.
Question 22 | Answer 0 | Justification ['']


### Company : wordpress.txt ###
Question 1 | Answer 1 | Justification At Automattic, we have a few fundamental principles: We are thoughtful about the personal information we ask you to provide and the personal information that we collect about you through the operation of our services.
Question 2 | Answer 1 | Justification Data Processing Agreement If you need a Data Processing Agreement with us for the GDPR requirements that apply to us as a data processor for your website, please follow these instructions.
Question 3 | Answer 1 | Justification Other Things You Should Know (Keep Reading!) Transferring Information Because Automattic s Services are offered worldwide, the information about you that we process when you use the Services in the EU may be used, stored, and or accessed by individuals operating outside the European Economic Area (EEA) who work for us, other members of our group of companies, or third-party data processors.
Question 4 | Answer 0 | Justification Other Things You Should Know (Keep Reading!) Transferring Information Because Automattic s Services are offered worldwide, the information about you that we process when you use the Services in the EU may be used, stored, and or accessed by individuals operating outside the European Economic Area (EEA) who work for us, other members of our group of companies, or third-party data processors.
Question 5 | Answer 0 | Justification 
Question 6 | Answer 0 | Justification 
Question 7 | Answer 0 | Justification 
Question 8 | Answer 1 | Justification In case Automattic engages a further processor outside of the EU, the User hereby authorises Automattic to conclude an agreement with another processor on behalf of the User based on the standard contractual clauses for the transfer of personal data to processors in third countries pursuant to the decision of the European Commission of February 5, 2010 ( SCC ) and to specify the content of the SCC in accordance with this Addendum.
Question 9 | Answer 840 | Justification The proper venue for any disputes arising out of or relating to the Agreement and any access to or use of our Services will be the state and federal courts located in usa
Question 10 | Answer 0 | Justification The proper venue for any disputes arising out of or relating to the Agreement and any access to or use of our Services will be the state and federal courts located in usa
Question 11 | Answer 840 | Justification The proper venue for any disputes arising out of or relating to the Agreement and any access to or use of our Services will be the state and federal courts located in usa
Question 12 | Answer 0 | Justification The proper venue for any disputes arising out of or relating to the Agreement and any access to or use of our Services will be the state and federal courts located in usa
Question 13 | Answer 1 | Justification Automattic s origin servers currently meet the International Organization of Standardization (ISO), International Electrotechnical Commission (IEC) 27001 certification, Standards for Attestation Engagements (SSAE) No. 16 (SOC1) and SOC2 Type 2, and ongoing surveillance reviews.
Question 14 | Answer 1 | Justification Our other Automattic products, services, and features that are available on or through our websites (for example, WordPress.com plans, the Payments feature, the Pay with PayPal block, WordPress.com VIP, Jetpack, the WooCommerce Shipping Tax extension, Gravatar, the IntenseDebate comment management system, Akismet plans, Simplenote, Simperium, Cloudup, Longreads, and Happy Tools); and Other users websites that use our Services, while you are logged in to your account with us.
Question 15 | Answer 1 | Justification These are spelled out below, as well as in the section called Ads and Analytics Services Provided by Others: Subsidiaries and independent contractors: We may disclose information about you to our subsidiaries and independent contractors who need the information to help us provide our Services or process the information on our behalf.
Question 16 | Answer 0 | Justification ['']
Question 17 | Answer 0 | Justification ['']
Question 18 | Answer 0 | Justification 
Question 19 | Answer 0 | Justification 
Question 20 | Answer 0 | Justification 
Question 21 | Answer 0 | Justification ['']
Question 22 | Answer 1 | Justification Close your account: While we d be very sad to see you go, you can close your account if you no longer want to use our Services. (Here are account closure instructions for WordPress.com accounts.) Please keep in mind that we may continue to retain your information after closing your account, as described in How Long We Keep Information above for example, when that information is reasonably needed to comply with (or demonstrate our compliance with) legal obligations such as law enforcement requests, or reasonably needed for our legitimate business interests.


### Company : zoom.txt ###
Question 1 | Answer 1 | Justification This Statement explains Zoom s practices when we process your personal data, which is information that relates to an identified or identifiable individual.
Question 2 | Answer 1 | Justification Furthermore, if Your Use of the Services requires Zoom to process any personally identifiable information ( PII or Personal Data ) Zoom shall do so at all times in compliance with our Zoom Global Data Processing Addendum https: zoom.us docs doc Zoom GLOBAL DPA.pdf is incorporated in these Terms of Service.
Question 3 | Answer 1 | Justification ZfG is hosted in the usa in a separate cloud authorized by FedRAMP and is accessible by way of a separate website (www.zoomgov.com). If you use the ZfG service: All data collected about you while using the ZfG service or the ZfG website is stored in the usa of America;
Question 4 | Answer 0 | Justification By using Zoom or providing personal data for any of the purposes stated above, you acknowledge that your personal data may be transferred to or stored in the usa or in other countries around the world.
Question 5 | Answer 840 | Justification ZfG is hosted in the usa in a separate cloud authorized by FedRAMP and is accessible by way of a separate website (www.zoomgov.com). If you use the ZfG service: All data collected about you while using the ZfG service or the ZfG website is stored in the usa of America;
Question 6 | Answer 0 | Justification ZfG is hosted in the usa in a separate cloud authorized by FedRAMP and is accessible by way of a separate website (www.zoomgov.com). If you use the ZfG service: All data collected about you while using the ZfG service or the ZfG website is stored in the usa of America;
Question 7 | Answer 0 | Justification ZfG is hosted in the usa in a separate cloud authorized by FedRAMP and is accessible by way of a separate website (www.zoomgov.com). If you use the ZfG service: All data collected about you while using the ZfG service or the ZfG website is stored in the usa of America;
Question 8 | Answer 1 | Justification If you are a resident of the European Economic Area (EEA), and your personal data is transferred outside of the EEA, we will: Process it in a territory which the European Commission has determined provides an adequate level of protection for personal information; or Implement appropriate safeguards to protect your personal information, including transferring it in accordance with applicable transfer mechanism, including the European Commission's standard contractual clauses .
Question 9 | Answer 840 | Justification WAIVER OF CLASS ACTION. If You are located in the usa You agree to resolve disputes only on an individual basis, through arbitration pursuant to the provisions of Exhibit A.
Question 10 | Answer 0 | Justification WAIVER OF CLASS ACTION. If You are located in the usa You agree to resolve disputes only on an individual basis, through arbitration pursuant to the provisions of Exhibit A.
Question 11 | Answer 840 | Justification WAIVER OF CLASS ACTION. If You are located in the usa You agree to resolve disputes only on an individual basis, through arbitration pursuant to the provisions of Exhibit A.
Question 12 | Answer 0 | Justification WAIVER OF CLASS ACTION. If You are located in the usa You agree to resolve disputes only on an individual basis, through arbitration pursuant to the provisions of Exhibit A.
Question 13 | Answer 0 | Justification ['']
Question 14 | Answer 1 | Justification Provide you with support Send marketing communications, where permitted Provide announcements related to software updates, upgrades, and system enhancements Run opt-in contests, sweepstakes or other promotional activities Provide you with Zoom event information and offers from us or Zoom event co-sponsors Contract Legitimate Interests Paid Account Holder Data Information we collect for a Paid Zoom Account, such as: Zoom Account User Data (listed above) Billing name Billing phone Billing address Payment method Company Name (if applicable) Employee count (if applicable) From the Paid Zoom Account registrant Create a Zoom Account Provide Zoom services Respond to requests for support Send marketing communications, where permitted Provide announcements related to software updates, upgrades, and system enhancements Contract Legitimate Interests Operation Data Technical information from Zoom s software or systems hosting the Services, and from the systems, applications and devices that are used to access the Services, such as: Configuration Data: information about the deployment of Zoom Services and related environment information.
Question 15 | Answer 1 | Justification With Zoom Partners If Zoom received your personal data from a third-party partner and you become a Customer, Zoom may disclose select personal data to that partner or their designee for the purpose of the partnership agreement; for example, to reward a referral partner from a co-sponsored event.
Question 16 | Answer 1 | Justification Zoom Third-Party Subprocessors Name, Purpose, Location Amazon Web Services, Cloud Service Provider, usa E.U., Canada, Australia Oracle, Cloud Service Provider, usa Google Firebase, Send push notifications on Android phones, usa Apple, Send push notifications on iOS phones, usa Rocket Science Group, For webinars and Zoom meetings, usa Zendesk, Cloud-based Customer Service Platform, USA
Question 17 | Answer 1 | Justification Automatically when you use the Services from your web browser Provide the Service Provide Technical Support Contract Legitimate Interests Marketing Data Data enrichment services (only in connection with Marketing Pages) Email marketing lists (where permitted under applicable law) From Third Parties and public sources Marketing activities Sending marketing communications Providing tailored information about our Services Legitimate Interests Zoom sponsored or co-sponsored Event Attendee information Event title details Name Email address Employer (if applicable) Job Title (if applicable) From you or the party responsible for registering you for a Zoom sponsored event Communicate with you about the event Run opt-in contests, sweepstakes or other promotional activities Provide you with information and offers from us or event co-sponsors Contract Consent Legitimate interests Customer Content Customer content is the in-session information you give us directly through your use of the Services, such as meeting recordings, files, chat logs, and transcripts, and any other information uploaded while using the Services.
Question 18 | Answer 36 | Justification Zoom Third-Party Subprocessors Name, Purpose, Location Amazon Web Services, Cloud Service Provider, usa E.U., Canada, Australia Oracle, Cloud Service Provider, usa Google Firebase, Send push notifications on Android phones, usa Apple, Send push notifications on iOS phones, usa Rocket Science Group, For webinars and Zoom meetings, usa Zendesk, Cloud-based Customer Service Platform, USA
Question 19 | Answer 124 | Justification Zoom Third-Party Subprocessors Name, Purpose, Location Amazon Web Services, Cloud Service Provider, usa E.U., Canada, Australia Oracle, Cloud Service Provider, usa Google Firebase, Send push notifications on Android phones, usa Apple, Send push notifications on iOS phones, usa Rocket Science Group, For webinars and Zoom meetings, usa Zendesk, Cloud-based Customer Service Platform, USA
Question 20 | Answer 840 | Justification Zoom Third-Party Subprocessors Name, Purpose, Location Amazon Web Services, Cloud Service Provider, usa E.U., Canada, Australia Oracle, Cloud Service Provider, usa Google Firebase, Send push notifications on Android phones, usa Apple, Send push notifications on iOS phones, usa Rocket Science Group, For webinars and Zoom meetings, usa Zendesk, Cloud-based Customer Service Platform, USA
Question 21 | Answer 1 | Justification Zoom makes available to the Customer all information reasonably necessary to demonstrate compliance with the obligations laid down in Art. 28 GDPR and allows for and contributes to audits, including inspections, reasonably requested by the Customer.
